iter_max, absolute_result_exploration, absolute_result, score_strength_exploration, score_strength
500,0.7071067811865475,107,1,138
500,0.7071067811865475,121,1,111
500,0.7071067811865475,115,1,123
500,0.7071067811865475,116,1,116
500,0.7071067811865475,94,1,152
500,0.7071067811865475,83,1,129
500,0.7071067811865475,105,1,123
500,0.7071067811865475,151,1,61
500,0.7071067811865475,97,1,119
500,0.7071067811865475,131,1,109
500,0.7071067811865475,88,1,168
500,0.7071067811865475,106,1,145
500,0.7071067811865475,199,1,84
500,0.7071067811865475,87,1,125
500,0.7071067811865475,89,1,128
500,0.7071067811865475,89,1,151
500,0.7071067811865475,129,1,113
500,0.7071067811865475,146,1,100
500,0.7071067811865475,167,0.5,82
500,0.7071067811865475,60,0.5,238
500,0.7071067811865475,160,0.5,53
500,0.7071067811865475,117,0.5,118
500,0.7071067811865475,104,0.5,155
500,0.7071067811865475,79,0.5,151
500,0.7071067811865475,113,0.5,146
500,0.7071067811865475,99,0.5,228
500,0.7071067811865475,173,0.5,149
500,0.7071067811865475,107,0.5,170
500,0.7071067811865475,128,0.5,109
500,0.7071067811865475,201,0.5,93
500,0.7071067811865475,98,0.5,106
500,0.7071067811865475,92,0.5,152
500,0.7071067811865475,149,0.5,53
500,0.7071067811865475,132,0.5,99
500,0.7071067811865475,125,0.5,97
500,0.7071067811865475,87,0.5,158
500,0.7071067811865475,100,0.5,141
500,0.7071067811865475,124,0.5,115
500,0.7071067811865475,119,0.5,99
500,0.7071067811865475,130,0.5,124
500,0.7071067811865475,80,0.5,167
500,0.7071067811865475,91,0.5,143
500,0.7071067811865475,79,0.5,145
500,0.7071067811865475,91,0.5,128
500,0.7071067811865475,116,0.5,127
500,0.7071067811865475,123,0.5,224
500,0.7071067811865475,118,0.5,103
500,0.7071067811865475,105,0.5,111
500,0.7071067811865475,112,0.5,115
500,0.7071067811865475,107,0.5,117
500,0.7071067811865475,92,0.5,179
500,0.7071067811865475,145,0.5,90
500,0.7071067811865475,137,0.5,99
500,0.7071067811865475,113,0.5,115
500,0.7071067811865475,138,0.5,160
500,0.7071067811865475,88,0.5,145
500,0.7071067811865475,101,0.5,156
500,0.7071067811865475,88,0.5,128
500,0.7071067811865475,91,0.5,181
500,0.7071067811865475,78,0.5,151
500,0.7071067811865475,96,0.5,179
500,0.7071067811865475,133,0.5,115
500,0.7071067811865475,143,0.5,75
500,0.7071067811865475,90,0.5,152
500,0.7071067811865475,98,0.5,138
500,0.7071067811865475,96,0.5,128
500,0.7071067811865475,89,0.5,135
500,0.7071067811865475,75,0.5,193
500,0.7071067811865475,90,0.5,160
500,0.7071067811865475,162,0.5,88
500,0.7071067811865475,98,0.5,111
500,0.7071067811865475,76,0.5,207
500,0.7071067811865475,99,0.5,153
500,0.7071067811865475,112,0.5,110
500,0.7071067811865475,127,0.5,113
500,0.7071067811865475,105,0.5,118
500,0.7071067811865475,112,0.5,161
500,0.7071067811865475,138,0.5,142
500,0.7071067811865475,87,0.5,145
500,0.7071067811865475,82,0.5,170
500,0.7071067811865475,202,0.5,96
500,0.7071067811865475,83,0.5,201
500,0.7071067811865475,72,0.5,210
500,0.7071067811865475,85,0.5,296
500,0.7071067811865475,116,0.5,105
500,0.7071067811865475,110,0.5,126
500,0.7071067811865475,119,0.5,83
500,0.7071067811865475,79,0.5,124
500,0.7071067811865475,130,0.5,109
500,0.7071067811865475,105,0.5,132
500,0.7071067811865475,127,0.5,129
500,0.7071067811865475,135,0.5,83
500,0.7071067811865475,114,0.5,108
500,0.7071067811865475,121,0.5,121
500,0.7071067811865475,145,0.5,64
500,0.7071067811865475,124,0.5,95
500,0.7071067811865475,91,0.5,137
500,0.7071067811865475,98,0.5,121
500,0.7071067811865475,121,0.5,145
500,0.7071067811865475,108,0.5,108
500,0.7071067811865475,79,0.5,164
500,0.7071067811865475,79,0.5,134
500,0.7071067811865475,111,0.5,87
500,0.7071067811865475,170,0.5,84
500,0.7071067811865475,94,0.5,123
500,0.7071067811865475,121,0.5,104
500,0.7071067811865475,69,0.5,202
500,0.7071067811865475,66,0.5,162
500,0.7071067811865475,168,0.5,108
500,0.7071067811865475,117,0.5,115
500,0.7071067811865475,104,0.5,208
500,0.7071067811865475,68,0.5,315
500,0.7071067811865475,124,0.5,102
500,0.7071067811865475,125,0.5,188
500,0.7071067811865475,102,0.5,135
500,0.7071067811865475,81,0.5,231
500,0.7071067811865475,114,0.5,105
500,0.7071067811865475,135,5,99
500,0.7071067811865475,139,5,84
500,0.7071067811865475,113,5,113
500,0.7071067811865475,113,5,127
500,0.7071067811865475,109,5,188
500,0.7071067811865475,155,5,133
500,0.7071067811865475,111,5,106
500,0.7071067811865475,114,5,169
500,0.7071067811865475,152,5,80
500,0.7071067811865475,183,5,45
500,0.7071067811865475,141,5,81
500,0.7071067811865475,129,5,122
500,0.7071067811865475,102,5,128
500,0.7071067811865475,112,5,130
500,0.7071067811865475,132,5,138
500,0.7071067811865475,98,5,122
500,0.7071067811865475,123,5,124
500,0.7071067811865475,69,5,225
500,0.7071067811865475,171,5,101
500,0.7071067811865475,118,5,124
500,0.7071067811865475,135,5,179
500,0.7071067811865475,213,5,106
500,0.7071067811865475,73,5,143
500,0.7071067811865475,97,5,186
500,0.7071067811865475,93,5,244
500,0.7071067811865475,89,5,151
500,0.7071067811865475,78,5,186
500,0.7071067811865475,70,5,149
500,0.7071067811865475,103,5,129
500,0.7071067811865475,115,5,119
500,0.7071067811865475,91,5,146
500,0.7071067811865475,103,5,174
500,0.7071067811865475,104,5,119
500,0.7071067811865475,103,5,217
500,0.7071067811865475,146,5,82
500,0.7071067811865475,124,5,94
500,0.7071067811865475,125,5,169
500,0.7071067811865475,120,5,91
500,0.7071067811865475,88,5,126
500,0.7071067811865475,132,5,111
500,0.7071067811865475,81,5,204
500,0.7071067811865475,147,5,74
500,0.7071067811865475,105,5,104
500,0.7071067811865475,67,5,218
500,0.7071067811865475,141,5,80
500,0.7071067811865475,172,5,46
500,0.7071067811865475,186,5,67
500,0.7071067811865475,72,5,143
500,0.7071067811865475,91,5,124
500,0.7071067811865475,88,5,134
500,0.7071067811865475,85,5,127
500,0.7071067811865475,126,5,191
500,0.7071067811865475,79,5,153
500,0.7071067811865475,94,5,187
500,0.7071067811865475,55,5,211
500,0.7071067811865475,92,5,203
500,0.7071067811865475,138,5,125
500,0.7071067811865475,111,5,129
500,0.7071067811865475,88,5,147
500,0.7071067811865475,182,5,155
500,0.7071067811865475,130,5,109
500,0.7071067811865475,130,5,97
500,0.7071067811865475,129,5,101
500,0.7071067811865475,126,5,127
500,0.7071067811865475,148,5,76
500,0.7071067811865475,101,5,137
500,0.7071067811865475,124,5,116
500,0.7071067811865475,100,5,133
500,0.7071067811865475,56,5,158
500,0.7071067811865475,59,5,214
500,0.7071067811865475,123,5,124
500,0.7071067811865475,149,5,51
500,0.7071067811865475,65,5,175
500,0.7071067811865475,113,5,112
500,0.7071067811865475,92,5,155
500,0.7071067811865475,95,5,116
500,0.7071067811865475,57,5,159
500,0.7071067811865475,120,5,155
500,0.7071067811865475,94,5,149
500,0.7071067811865475,142,5,127
500,0.7071067811865475,125,5,103
500,0.7071067811865475,80,5,175
500,0.7071067811865475,109,5,111
500,0.7071067811865475,148,5,87
500,0.7071067811865475,142,5,97
500,0.7071067811865475,96,5,196
500,0.7071067811865475,92,5,132
500,0.7071067811865475,89,5,142
500,0.7071067811865475,124,5,105
500,0.7071067811865475,101,5,163
500,0.7071067811865475,132,5,114
500,0.7071067811865475,146,5,71
500,0.7071067811865475,92,5,251
500,0.7071067811865475,65,5,148
500,0.7071067811865475,127,5,80
500,0.7071067811865475,87,5,179
500,0.7071067811865475,89,5,112
500,0.7071067811865475,110,5,149
500,0.7071067811865475,105,5,153
500,0.7071067811865475,130,5,99
500,0.7071067811865475,153,0.3,114
500,0.7071067811865475,90,0.3,125
500,0.7071067811865475,160,0.3,119
500,0.7071067811865475,128,0.3,86
500,0.7071067811865475,85,0.3,197
500,0.7071067811865475,119,0.3,120
500,0.7071067811865475,119,0.3,99
500,0.7071067811865475,124,0.3,195
500,0.7071067811865475,208,0.3,125
500,0.7071067811865475,106,0.3,124
500,0.7071067811865475,160,0.3,80
500,0.7071067811865475,168,0.3,100
500,0.7071067811865475,93,0.3,136
500,0.7071067811865475,106,0.3,111
500,0.7071067811865475,111,0.3,178
500,0.7071067811865475,138,0.3,75
500,0.7071067811865475,86,0.3,181
500,0.7071067811865475,121,0.3,111
500,0.7071067811865475,78,0.3,165
500,0.7071067811865475,81,0.3,169
500,0.7071067811865475,103,0.3,137
500,0.7071067811865475,118,0.3,201
500,0.7071067811865475,75,0.3,141
500,0.7071067811865475,112,0.3,113
500,0.7071067811865475,115,0.3,98
500,0.7071067811865475,161,0.3,120
500,0.7071067811865475,113,0.3,208
500,0.7071067811865475,123,0.3,127
500,0.7071067811865475,109,0.3,130
500,0.7071067811865475,97,0.3,175
500,0.7071067811865475,189,0.3,126
500,0.7071067811865475,118,0.3,107
500,0.7071067811865475,111,0.3,117
500,0.7071067811865475,66,0.3,208
500,0.7071067811865475,138,0.3,120
500,0.7071067811865475,77,0.3,240
500,0.7071067811865475,96,0.3,136
500,0.7071067811865475,60,0.3,159
500,0.7071067811865475,120,0.3,119
500,0.7071067811865475,89,0.3,159
500,0.7071067811865475,109,0.3,122
500,0.7071067811865475,82,0.3,144
500,0.7071067811865475,108,0.3,114
500,0.7071067811865475,95,0.3,127
500,0.7071067811865475,74,0.3,253
500,0.7071067811865475,129,0.3,111
500,0.7071067811865475,83,0.3,206
500,0.7071067811865475,127,0.3,88
500,0.7071067811865475,112,0.3,224
500,0.7071067811865475,143,0.3,83
500,0.7071067811865475,133,0.3,101
500,0.7071067811865475,152,0.3,90
500,0.7071067811865475,125,0.3,110
500,0.7071067811865475,99,0.3,115
500,0.7071067811865475,168,0.3,83
500,0.7071067811865475,158,0.3,107
500,0.7071067811865475,131,0.3,101
500,0.7071067811865475,120,0.3,127
500,0.7071067811865475,83,0.3,198
500,0.7071067811865475,119,0.3,118
500,0.7071067811865475,134,0.3,112
500,0.7071067811865475,102,0.3,121
500,0.7071067811865475,105,0.3,120
500,0.7071067811865475,123,0.3,112
500,0.7071067811865475,105,0.3,95
500,0.7071067811865475,66,0.3,284
500,0.7071067811865475,129,0.3,102
500,0.7071067811865475,134,0.3,99
500,0.7071067811865475,126,0.3,138
500,0.7071067811865475,175,0.3,91
500,0.7071067811865475,179,0.3,104
500,0.7071067811865475,73,0.3,171
500,0.7071067811865475,49,0.3,202
500,0.7071067811865475,107,0.3,166
500,0.7071067811865475,141,0.3,192
500,0.7071067811865475,99,0.3,116
500,0.7071067811865475,122,0.3,101
500,0.7071067811865475,112,0.3,109
500,0.7071067811865475,114,0.3,126
500,0.7071067811865475,151,0.3,91
500,0.7071067811865475,154,0.3,87
500,0.7071067811865475,136,0.3,82
500,0.7071067811865475,112,0.3,118
500,0.7071067811865475,122,0.3,152
500,0.7071067811865475,77,0.3,118
500,0.7071067811865475,135,0.3,95
500,0.7071067811865475,127,0.3,143
500,0.7071067811865475,157,0.3,85
500,0.7071067811865475,121,0.3,103
500,0.7071067811865475,86,0.3,169
500,0.7071067811865475,133,0.3,108
500,0.7071067811865475,186,0.3,75
500,0.7071067811865475,102,0.3,146
500,0.7071067811865475,100,0.3,151
500,0.7071067811865475,145,0.3,85
500,0.7071067811865475,137,0.3,89
500,0.7071067811865475,97,0.3,124
500,0.7071067811865475,121,0.3,118
500,0.7071067811865475,156,0.3,81
500,0.7071067811865475,113,0.3,129
500,0.7071067811865475,114,10,134
500,0.7071067811865475,121,10,116
500,0.7071067811865475,172,10,81
500,0.7071067811865475,81,10,229
500,0.7071067811865475,103,10,131
500,0.7071067811865475,73,10,248
500,0.7071067811865475,143,10,87
500,0.7071067811865475,84,10,195
500,0.7071067811865475,106,10,158
500,0.7071067811865475,99,10,114
500,0.7071067811865475,99,10,133
500,0.7071067811865475,66,10,275
500,0.7071067811865475,211,10,43
500,0.7071067811865475,162,10,122
500,0.7071067811865475,140,10,104
500,0.7071067811865475,79,10,225
500,0.7071067811865475,103,10,217
500,0.7071067811865475,149,10,178
500,0.7071067811865475,117,10,104
500,0.7071067811865475,157,10,109
500,0.7071067811865475,91,10,255
500,0.7071067811865475,116,10,131
500,0.7071067811865475,155,10,93
500,0.7071067811865475,109,10,160
500,0.7071067811865475,145,10,69
500,0.7071067811865475,178,10,97
500,0.7071067811865475,59,10,155
500,0.7071067811865475,70,10,197
500,0.7071067811865475,74,10,121
500,0.7071067811865475,180,10,133
500,0.7071067811865475,122,10,109
500,0.7071067811865475,98,10,127
500,0.7071067811865475,97,10,145
500,0.7071067811865475,95,10,124
500,0.7071067811865475,178,10,73
500,0.7071067811865475,152,10,80
500,0.7071067811865475,138,10,112
500,0.7071067811865475,178,10,102
500,0.7071067811865475,85,10,154
500,0.7071067811865475,91,10,267
500,0.7071067811865475,161,10,126
500,0.7071067811865475,90,10,248
500,0.7071067811865475,118,10,118
500,0.7071067811865475,88,10,136
500,0.7071067811865475,101,10,125
500,0.7071067811865475,107,10,119
500,0.7071067811865475,163,10,106
500,0.7071067811865475,117,10,127
500,0.7071067811865475,78,10,136
500,0.7071067811865475,125,10,120
500,0.7071067811865475,120,10,175
500,0.7071067811865475,114,10,147
500,0.7071067811865475,147,10,114
500,0.7071067811865475,136,10,93
500,0.7071067811865475,171,10,152
500,0.7071067811865475,83,10,190
500,0.7071067811865475,149,10,72
500,0.7071067811865475,119,10,183
500,0.7071067811865475,131,10,80
500,0.7071067811865475,68,10,170
500,0.7071067811865475,52,10,199
500,0.7071067811865475,112,10,119
500,0.7071067811865475,87,10,150
500,0.7071067811865475,71,10,248
500,0.7071067811865475,103,10,121
500,0.7071067811865475,143,10,113
500,0.7071067811865475,73,10,195
500,0.7071067811865475,168,10,98
500,0.7071067811865475,112,10,109
500,0.7071067811865475,129,10,130
500,0.7071067811865475,127,10,203
500,0.7071067811865475,79,10,139
500,0.7071067811865475,102,10,132
500,0.7071067811865475,104,10,130
500,0.7071067811865475,111,10,121
500,0.7071067811865475,58,10,233
500,0.7071067811865475,77,10,160
500,0.7071067811865475,130,10,128
500,0.7071067811865475,138,10,87
500,0.7071067811865475,127,10,100
500,0.7071067811865475,81,10,188
500,0.7071067811865475,97,10,189
500,0.7071067811865475,130,10,167
500,0.7071067811865475,91,10,147
500,0.7071067811865475,106,10,128
500,0.7071067811865475,119,10,105
500,0.7071067811865475,135,10,124
500,0.7071067811865475,82,10,187
500,0.7071067811865475,65,10,152
500,0.7071067811865475,74,10,149
500,0.7071067811865475,125,10,141
500,0.7071067811865475,72,10,141
500,0.7071067811865475,75,10,159
500,0.7071067811865475,148,10,125
500,0.7071067811865475,91,10,160
500,0.7071067811865475,134,10,105
500,0.7071067811865475,116,10,169
500,0.7071067811865475,121,10,128
500,0.7071067811865475,117,10,129
500,0.7071067811865475,152,10,111
500,0.7071067811865475,118,0.6,109
500,0.7071067811865475,123,0.6,114
500,0.7071067811865475,49,0.6,158
500,0.7071067811865475,97,0.6,121
500,0.7071067811865475,70,0.6,164
500,0.7071067811865475,135,0.6,162
500,0.7071067811865475,84,0.6,151
500,0.7071067811865475,98,0.6,153
500,0.7071067811865475,121,0.6,101
500,0.7071067811865475,93,0.6,142
500,0.7071067811865475,132,0.6,174
500,0.7071067811865475,106,0.6,182
500,0.7071067811865475,98,0.6,135
500,0.7071067811865475,161,0.6,75
500,0.7071067811865475,95,0.6,195
500,0.7071067811865475,97,0.6,197
500,0.7071067811865475,102,0.6,209
500,0.7071067811865475,121,0.6,88
500,0.7071067811865475,67,0.6,200
500,0.7071067811865475,135,0.6,138
500,0.7071067811865475,109,0.6,160
500,0.7071067811865475,74,0.6,169
500,0.7071067811865475,122,0.6,139
500,0.7071067811865475,102,0.6,141
500,0.7071067811865475,81,0.6,149
500,0.7071067811865475,115,0.6,137
500,0.7071067811865475,70,0.6,155
500,0.7071067811865475,102,0.6,160
500,0.7071067811865475,113,0.6,137
500,0.7071067811865475,79,0.6,152
500,0.7071067811865475,76,0.6,142
500,0.7071067811865475,81,0.6,146
500,0.7071067811865475,102,0.6,99
500,0.7071067811865475,145,0.6,103
500,0.7071067811865475,175,0.6,74
500,0.7071067811865475,149,0.6,82
500,0.7071067811865475,115,0.6,138
500,0.7071067811865475,119,0.6,196
500,0.7071067811865475,127,0.6,104
500,0.7071067811865475,153,0.6,80
500,0.7071067811865475,88,0.6,140
500,0.7071067811865475,111,0.6,126
500,0.7071067811865475,73,0.6,189
500,0.7071067811865475,76,0.6,174
500,0.7071067811865475,125,0.6,107
500,0.7071067811865475,104,0.6,161
500,0.7071067811865475,97,0.6,143
500,0.7071067811865475,110,0.6,135
500,0.7071067811865475,86,0.6,187
500,0.7071067811865475,141,0.6,74
500,0.7071067811865475,96,0.6,202
500,0.7071067811865475,119,0.6,110
500,0.7071067811865475,107,0.6,129
500,0.7071067811865475,115,0.6,121
500,0.7071067811865475,149,0.6,93
500,0.7071067811865475,99,0.6,128
500,0.7071067811865475,102,0.6,123
500,0.7071067811865475,83,0.6,201
500,0.7071067811865475,101,0.6,137
500,0.7071067811865475,88,0.6,208
500,0.7071067811865475,87,0.6,127
500,0.7071067811865475,60,0.6,172
500,0.7071067811865475,140,0.6,86
500,0.7071067811865475,193,0.6,147
500,0.7071067811865475,113,0.6,103
500,0.7071067811865475,49,0.6,203
500,0.7071067811865475,109,0.6,180
500,0.7071067811865475,92,0.6,147
500,0.7071067811865475,96,0.6,128
500,0.7071067811865475,144,0.6,125
500,0.7071067811865475,128,0.6,115
500,0.7071067811865475,110,0.6,123
500,0.7071067811865475,155,0.6,106
500,0.7071067811865475,79,0.6,221
500,0.7071067811865475,92,0.6,143
500,0.7071067811865475,83,0.6,126
500,0.7071067811865475,90,0.6,190
500,0.7071067811865475,89,0.6,117
500,0.7071067811865475,136,0.6,83
500,0.7071067811865475,101,0.6,144
500,0.7071067811865475,80,0.6,169
500,0.7071067811865475,102,0.6,136
500,0.7071067811865475,81,0.6,177
500,0.7071067811865475,147,0.6,100
500,0.7071067811865475,117,0.6,131
500,0.7071067811865475,110,0.6,121
500,0.7071067811865475,112,0.6,198
500,0.7071067811865475,65,0.6,141
500,0.7071067811865475,92,0.6,138
500,0.7071067811865475,136,0.6,138
500,0.7071067811865475,120,0.6,122
500,0.7071067811865475,59,0.6,249
500,0.7071067811865475,127,0.6,98
500,0.7071067811865475,134,0.6,97
500,0.7071067811865475,112,0.6,129
500,0.7071067811865475,116,0.6,139
500,0.7071067811865475,99,0.6,207
500,0.7071067811865475,138,0.6,149
500,0.7071067811865475,59,0.6,156
500,0.7071067811865475,75,0.6,158
500,0.7071067811865475,92,20,123
500,0.7071067811865475,138,20,111
500,0.7071067811865475,173,20,54
500,0.7071067811865475,146,20,91
500,0.7071067811865475,69,20,169
500,0.7071067811865475,77,20,152
500,0.7071067811865475,143,20,72
500,0.7071067811865475,146,20,97
500,0.7071067811865475,161,20,79
500,0.7071067811865475,189,20,100
500,0.7071067811865475,109,20,129
500,0.7071067811865475,199,20,94
500,0.7071067811865475,76,20,143
500,0.7071067811865475,115,20,147
500,0.7071067811865475,112,20,129
500,0.7071067811865475,124,20,91
500,0.7071067811865475,107,20,137
500,0.7071067811865475,111,20,126
500,0.7071067811865475,129,20,114
500,0.7071067811865475,102,20,160
500,0.7071067811865475,139,20,83
500,0.7071067811865475,182,20,79
500,0.7071067811865475,105,20,113
500,0.7071067811865475,151,20,99
500,0.7071067811865475,129,20,84
500,0.7071067811865475,125,20,66
500,0.7071067811865475,133,20,100
500,0.7071067811865475,109,20,167
500,0.7071067811865475,112,20,132
500,0.7071067811865475,108,20,146
500,0.7071067811865475,122,20,135
500,0.7071067811865475,132,20,113
500,0.7071067811865475,85,20,154
500,0.7071067811865475,146,20,138
500,0.7071067811865475,162,20,80
500,0.7071067811865475,128,20,132
500,0.7071067811865475,128,20,90
